step,actor_loss,bellman_loss,cql_gap,cql_penalty,critic_loss,entropy,log_prob_mean,q1_data_mean,q1_rand_mean,temp_loss,temperature
1,-2.067805051803589,12.908294677734375,2.079680919647217,4.159375190734863,17.067668914794922,2.0353403091430664,-2.0353403091430664,0.0023048066068440676,0.0023274291306734085,-0.0,0.9997000694274902
2,-2.0865185260772705,13.104913711547852,2.084505319595337,4.169268608093262,17.274181365966797,2.020455837249756,-2.020455837249756,0.03683440387248993,0.03677566349506378,-0.0014983788132667542,0.9994001984596252
3,-2.0661556720733643,12.521242141723633,2.0793399810791016,4.158864974975586,16.68010711669922,1.967087745666504,-1.967087745666504,0.07107794284820557,0.07098916918039322,-0.002997366711497307,0.999100387096405
4,-2.139698028564453,12.179018020629883,2.0772392749786377,4.154593467712402,16.33361053466797,2.0074753761291504,-2.0074753761291504,0.10570479929447174,0.10554079711437225,-0.004496237263083458,0.9988006949424744
5,-2.1862001419067383,11.476907730102539,2.076432228088379,4.152928352355957,15.629836082458496,2.0202033519744873,-2.0202033519744873,0.1393030881881714,0.13918916881084442,-0.006006661802530289,0.9985010623931885
6,-2.1887667179107666,11.229194641113281,2.0774173736572266,4.154617786407471,15.383811950683594,1.9899749755859375,-1.9899749755859375,0.17363569140434265,0.17346884310245514,-0.007496774662286043,0.9982015490531921
7,-2.2945022583007812,10.86465072631836,2.070363759994507,4.140858173370361,15.005508422851562,2.061938762664795,-2.061938762664795,0.2080407291650772,0.20771074295043945,-0.009076666086912155,0.997901976108551
8,-2.2696216106414795,10.864755630493164,2.0778214931488037,4.1557111740112305,15.020466804504395,2.0025863647460938,-2.0025863647460938,0.24237826466560364,0.2421657294034958,-0.010588608682155609,0.9976024031639099
9,-2.328033208847046,10.544319152832031,2.079665184020996,4.159124374389648,14.70344352722168,2.0275330543518066,-2.0275330543518066,0.2766537368297577,0.2762725353240967,-0.012039178982377052,0.9973029494285583
10,-2.3692619800567627,9.924768447875977,2.076906204223633,4.153999328613281,14.078767776489258,2.035036087036133,-2.035036087036133,0.31168922781944275,0.3114928603172302,-0.013545106165111065,0.9970035552978516
11,-2.349116563796997,9.97349739074707,2.073848009109497,4.147912979125977,14.121410369873047,1.979783535003662,-1.979783535003662,0.34732547402381897,0.34676244854927063,-0.015122408978641033,0.9967042207717896
12,-2.460408926010132,9.6837158203125,2.077852249145508,4.155147552490234,13.838863372802734,2.0559515953063965,-2.0559515953063965,0.381474107503891,0.3814401626586914,-0.016649652272462845,0.9964049458503723
13,-2.4795401096343994,9.236289024353027,2.0829622745513916,4.165230751037598,13.401519775390625,2.041227340698242,-2.041227340698242,0.4162319302558899,0.416060209274292,-0.01824602670967579,0.9961056113243103
14,-2.501521348953247,8.891012191772461,2.079399824142456,4.159019470214844,13.050031661987305,2.0274901390075684,-2.0274901390075684,0.4534793496131897,0.4530627131462097,-0.01969948783516884,0.9958062767982483
